

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:03:15 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMIN.D-1 (degC) ,TAVG.D-1 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-1:-40 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-1:-40 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-1:-40 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-1:-40 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2027,2020-03-05,,   21.47,    14.3,    20.7,    14.3,    17.1,   3.160,    22.4,    19.6,    22.4,    20.8,-99.9,    37.5,    15.1,    13.4,    15.4,    13.7,-99.9,     9.4,     0.0,     0.1,     0.1,     0.1,-99.9,     0.1,   13.68,   11.85,   13.64,   12.58,-99.9,   25.81,   12.69,    3.26,      82,     5.2,     100,      67,   26.90,
2027,2020-03-06,,   23.14,    11.5,    15.1,    11.4,    13.6,   1.670,    25.1,    30.8,    33.8,-99.9,-99.9,    38.3,    13.6,    12.0,    14.1,    12.7,-99.9,     9.4,     0.0,     0.0,     0.0,     0.1,-99.9,     0.1,   15.56,   19.98,   22.51,   29.18,-99.9,   26.63,   12.66,    3.24,      58,     6.6,     100,      67,   32.38,
2027,2020-03-07,,   23.14,    10.7,    18.6,    10.7,    13.9,   0.000,    19.5,    19.1,    27.0,-99.9,-99.9,    38.5,    12.9,    11.5,    14.2,    12.9,-99.9,     9.4,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,   11.77,   11.50,   17.00,   26.61,-99.9,   26.79,   12.87,    3.23,     322,     9.5,      45,      66,  354.65,
2027,2020-03-08,,   23.14,     5.9,    15.7,     4.4,     9.5,   0.000,    17.3,    16.8,    23.0,    29.1,-99.9,    38.2,    12.0,    10.9,    13.8,    12.5,-99.9,     9.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,   10.45,   10.13,   14.10,   18.59,-99.9,   26.50,   12.81,    3.22,      16,     5.4,     100,      65,  370.16,
2027,2020-03-09,,   23.14,    12.9,    19.4,     4.0,    11.9,   0.000,    15.6,    16.0,    20.8,    24.8,-99.9,    38.3,    13.7,    12.4,    14.5,    12.5,-99.9,     9.2,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    9.46,    9.67,   12.62,   15.33,-99.9,   26.58,   12.85,    3.20,      89,     3.2,      82,      65,  318.04,
2027,2020-03-10,,   23.14,    17.0,    22.8,     9.7,    16.8,   0.000,    15.1,    15.3,    19.8,    21.9,-99.9,    38.4,    15.6,    14.1,    15.6,    13.0,-99.9,     9.2,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    9.14,    9.29,   11.96,   13.35,-99.9,   26.66,   12.84,    3.23,     116,     4.5,      82,      65,  263.57,
2027,2020-03-11,,   23.14,    17.8,    25.5,    14.5,    19.5,   0.000,    14.4,    15.0,    19.2,    20.1,-99.9,    38.7,    16.9,    15.4,    16.8,    13.8,-99.9,     9.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    8.78,    9.10,   11.57,   12.15,-99.9,   26.95,   12.86,    3.25,     187,     2.4,      88,      65,  202.47,
2027,2020-03-12,,   23.14,    18.2,    24.0,    15.0,    19.3,   0.000,    13.5,    14.6,    18.2,    18.7,-99.9,    38.8,    17.4,    16.0,    17.5,    14.5,-99.9,     9.6,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    8.27,    8.89,   10.99,   11.25,-99.9,   27.04,   12.84,    3.25,     232,     2.0,      91,      65,  207.88,
2027,2020-03-13,,   23.14,    19.1,    26.7,    15.3,    20.5,   0.000,    13.1,    14.1,    17.8,    17.4,-99.9,    38.8,    18.0,    16.6,    18.1,    15.0,-99.9,     9.8,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    8.09,    8.64,   10.74,   10.51,-99.9,   27.03,   12.86,    3.25,     215,     2.2,      89,      65,  228.07,
2027,2020-03-14,,   23.14,    17.5,    27.1,    16.8,    21.0,   0.000,    12.1,    13.8,    17.4,    16.5,-99.9,    38.5,    18.2,    17.0,    18.7,    15.5,-99.9,    10.1,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    7.58,    8.44,   10.49,    9.99,-99.9,   26.81,   12.86,    3.25,     239,     2.7,     100,      65,  268.36,
2027,2020-03-15,,   23.14,    18.3,    29.9,    14.7,    22.0,   0.000,    10.8,    13.0,    16.8,    16.0,-99.9,    38.6,    18.9,    17.7,    19.3,    16.1,-99.9,    10.4,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    6.94,    8.05,   10.16,    9.66,-99.9,   26.89,   12.86,    3.25,     147,     1.2,     100,      64,  311.20,
2027,2020-03-16,,   23.14,    20.1,    29.0,    16.8,    22.9,   0.000,     9.9,    12.3,    16.5,    15.8,-99.9,    34.4,    19.2,    17.9,    19.5,    16.4,-99.9,    10.7,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    6.51,    7.70,    9.93,    9.55,-99.9,   23.01,   12.85,    3.25,       8,     3.1,      75,      64,  287.23,
2027,2020-03-17,,   23.14,    17.7,    22.1,    17.7,    19.6,   0.000,     9.6,    11.9,    15.9,    15.1,-99.9,    32.4,    18.7,    17.2,    19.1,    16.4,-99.9,    10.9,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    6.36,    7.46,    9.64,    9.15,-99.9,   21.31,   12.86,    3.25,      99,     5.2,     100,      65,  168.81,
2027,2020-03-18,,   23.14,    21.1,    27.0,    17.3,    21.4,   0.000,     8.2,    11.1,    15.5,    14.7,-99.9,    31.4,    20.0,    18.5,    19.9,    16.7,-99.9,    11.1,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    5.72,    7.09,    9.40,    8.93,-99.9,   20.43,   12.86,    3.25,     176,     3.8,     100,      64,  218.79,
2027,2020-03-19,,   23.14,    19.7,    30.1,    17.2,    23.5,   0.000,     7.5,     9.9,    14.5,    14.2,-99.9,    30.8,    20.3,    19.1,    20.8,    17.3,-99.9,    11.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    5.43,    6.49,    8.84,    8.68,-99.9,   19.94,   12.86,    3.26,     139,     2.4,     100,      64,  298.15,
2027,2020-03-20,,   23.14,    19.6,    30.4,    16.3,    23.4,   0.000,     6.6,     8.8,    14.1,    14.2,-99.9,    30.0,    20.2,    19.1,    20.9,    17.6,-99.9,    11.6,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    5.05,    6.01,    8.62,    8.66,-99.9,   19.29,   12.86,    3.26,     166,     2.4,      80,      64,  309.98,
2027,2020-03-21,,   23.14,    21.8,    29.5,    16.7,    23.4,   0.000,     5.7,     8.4,    13.3,    13.9,-99.9,    29.7,    21.3,    19.9,    21.4,    17.9,-99.9,    11.8,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    4.71,    5.84,    8.20,    8.49,-99.9,   19.06,   12.87,    3.25,     209,     2.3,      85,      63,  283.05,
2027,2020-03-22,,   23.14,    21.0,    27.6,    17.6,    21.8,   0.000,     5.7,     8.4,    13.1,    13.6,-99.9,    29.3,    20.6,    19.1,    20.9,    17.9,-99.9,    12.0,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    4.69,    5.80,    8.06,    8.34,-99.9,   18.78,   12.86,    3.26,     252,     2.2,     100,      64,  183.19,
2027,2020-03-23,,   23.14,    17.7,    27.6,    16.7,    20.7,   0.000,     5.9,     8.3,    12.9,    13.1,-99.9,    29.0,    20.5,    19.0,    20.7,    17.9,-99.9,    12.2,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    4.77,    5.78,    8.00,    8.10,-99.9,   18.53,   12.86,    3.25,      54,     5.0,     100,      64,  259.18,
2027,2020-03-24,,   23.14,    21.0,    27.8,    16.7,    21.0,   0.000,     5.5,     8.4,    12.5,    13.1,-99.9,    28.6,    20.6,    19.0,    20.7,    17.8,-99.9,    12.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    4.61,    5.81,    7.79,    8.11,-99.9,   18.23,   12.87,    3.25,     168,     3.2,      91,      64,  169.42,
2027,2020-03-25,,   23.14,    21.5,    29.8,    18.1,    23.4,   0.000,     5.8,     8.4,    12.5,    13.0,-99.9,    28.5,    21.3,    19.8,    21.5,    18.2,-99.9,    12.4,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    4.75,    5.82,    7.76,    8.02,-99.9,   18.13,   12.87,    3.26,     219,     3.4,      77,      63,  280.19,
2027,2020-03-26,,   23.14,    18.7,    30.6,    18.6,    24.8,   0.000,     5.1,     8.2,    12.4,    12.9,-99.9,    28.1,    21.4,    20.3,    22.2,    18.7,-99.9,    12.5,     0.1,     0.1,     0.1,     0.1,-99.9,     0.1,    4.46,    5.72,    7.72,    7.97,-99.9,   17.85,   12.86,    3.26,     272,     5.0,     100,      63,  318.95,
2027,2020-03-27,,   23.14,    21.3,    30.8,    15.6,    22.9,   0.000,     5.1,     8.3,    12.5,    12.6,-99.9,    28.2,    22.1,    20.8,    22.5,    19.0,-99.9,    12.7,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    4.45,    5.76,    7.76,    7.81,-99.9,   17.86,   12.87,    3.25,     106,     3.2,     100,      62,  382.60,
2027,2020-03-28,,   23.14,    21.1,    31.3,    18.4,    24.2,   0.000,     5.4,     8.4,    12.8,    12.5,-99.9,    27.6,    22.7,    21.4,    22.8,    19.3,-99.9,    12.9,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    4.58,    5.82,    7.95,    7.79,-99.9,   17.44,   12.87,    3.26,     204,     2.8,     100,      62,  316.61,
2027,2020-03-29,,   23.14,    22.1,    31.8,    17.7,    24.5,   0.000,     5.3,     8.4,    12.7,    12.2,-99.9,    27.8,    22.9,    21.7,    23.2,    19.6,-99.9,    13.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    4.54,    5.83,    7.90,    7.63,-99.9,   17.61,   12.85,    3.26,     208,     2.8,     100,      62,  352.10,
2027,2020-03-30,,   23.14,    23.6,    32.7,    20.8,    25.7,   0.000,     5.2,     8.6,    12.5,    12.5,-99.9,    27.3,    24.0,    22.6,    23.7,    20.0,-99.9,    13.3,     0.1,     0.1,     0.1,     0.1,-99.9,     0.2,    4.47,    5.90,    7.76,    7.79,-99.9,   17.19,   12.87,    3.26,     232,     2.8,      88,      62,  332.32,
2027,2020-03-31,,   23.14,    19.1,    29.7,    16.2,    23.4,   0.000,     5.1,     8.4,    12.6,    12.5,-99.9,    27.6,    22.5,    21.4,    23.2,    20.1,-99.9,    13.6,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    4.45,    5.82,    7.85,    7.79,-99.9,   17.40,   12.86,    3.26,     342,     3.0,      55,      61,  334.76,
2027,2020-04-01,,   23.72,    15.2,    25.6,    15.2,    19.6,   0.580,    13.3,    13.8,    12.8,    11.9,-99.9,    27.2,    19.2,    17.8,    21.1,    19.4,-99.9,    13.7,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    8.18,    8.44,    7.93,    7.49,-99.9,   17.11,   12.84,    3.25,     249,     4.6,      69,      61,  126.79,
2027,2020-04-02,,   23.72,    10.9,    20.4,     9.2,    14.3,   0.000,    11.5,    12.5,    12.9,    12.2,-99.9,    27.2,    18.1,    16.8,    20.0,    18.4,-99.9,    13.6,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    7.28,    7.77,    7.97,    7.61,-99.9,   17.14,   12.84,    3.24,     340,     7.8,      87,      61,  449.62,
2027,2020-04-03,,   23.72,    11.1,    22.4,     7.4,    14.7,   0.000,    10.7,    11.8,    13.5,    12.0,-99.9,    27.1,    18.7,    17.5,    20.3,    18.2,-99.9,    13.4,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    6.86,    7.41,    8.31,    7.54,-99.9,   17.03,   12.85,    3.22,     358,     2.9,     100,      59,  439.72,
2027,2020-04-04,,   23.72,    14.8,    26.1,     9.2,    17.6,   0.000,    10.2,    11.3,    13.9,    11.8,-99.9,    27.1,    19.9,    18.8,    20.9,    18.3,-99.9,    13.2,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    6.67,    7.17,    8.51,    7.43,-99.9,   17.02,   12.84,    3.22,     228,     1.7,      81,      59,  360.37,
2027,2020-04-05,,   23.72,    20.1,    29.7,    12.6,    20.8,   0.000,     9.5,    10.9,    14.2,    11.7,-99.9,    27.1,    21.6,    20.4,    22.0,    18.8,-99.9,    13.2,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    6.33,    6.99,    8.68,    7.39,-99.9,   17.07,   12.86,    3.24,     317,     2.3,      64,      58,  382.81,
2027,2020-04-06,,   23.73,    16.9,    27.8,    16.9,    20.9,   0.010,     9.0,    10.7,    14.3,    11.8,-99.9,    27.5,    21.0,    19.7,    21.8,    19.0,-99.9,    13.3,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    6.08,    6.86,    8.72,    7.45,-99.9,   17.35,   12.85,    3.25,     103,     3.0,     100,      58,  252.04,
2027,2020-04-07,,   23.73,    18.1,    28.9,    13.6,    21.2,   0.000,     8.3,    10.2,    14.7,    11.9,-99.9,    26.9,    22.4,    21.3,    23.0,    19.6,-99.9,    13.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    5.77,    6.66,    8.96,    7.46,-99.9,   16.92,   12.84,    3.25,     144,     1.6,     100,      57,  408.92,
2027,2020-04-08,,   23.73,    22.0,    27.8,    17.4,    22.1,   0.000,     7.9,    10.1,    15.2,    11.8,-99.9,    27.1,    22.5,    21.0,    22.7,    19.7,-99.9,    13.6,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    5.62,    6.59,    9.23,    7.40,-99.9,   17.02,   12.82,    3.25,     218,     2.1,      81,      57,  220.93,
2027,2020-04-09,,   23.84,    21.4,    31.1,    20.5,    23.7,   0.110,    12.1,    12.7,    15.1,    12.1,-99.9,    27.1,    22.7,    21.1,    23.0,    19.9,-99.9,    13.8,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    7.55,    7.89,    9.17,    7.55,-99.9,   17.02,   12.87,    3.25,     265,     4.3,     100,      58,  224.60,
2027,2020-04-10,,   23.85,    22.4,    32.4,    20.8,    26.0,   0.010,    10.6,    12.6,    14.9,    12.0,-99.9,    27.2,    23.6,    22.1,    24.1,    20.7,-99.9,    14.0,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    6.82,    7.83,    9.07,    7.52,-99.9,   17.10,   12.87,    3.26,     274,     4.2,      71,      58,  352.41,
2027,2020-04-11,,   23.85,    12.6,    22.4,    12.6,    18.3,   0.000,     9.8,    11.8,    15.4,    12.0,-99.9,    27.2,    19.5,    18.3,    21.7,    20.0,-99.9,    14.2,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    6.46,    7.40,    9.33,    7.54,-99.9,   17.11,   12.84,    3.25,     335,     7.0,      47,      58,  380.66,
2027,2020-04-12,,   23.85,    12.0,    24.4,     6.3,    15.4,   0.000,     8.9,    11.1,    15.3,    12.0,-99.9,    26.9,    19.8,    18.8,    21.5,    19.3,-99.9,    14.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    6.05,    7.10,    9.26,    7.54,-99.9,   16.88,   12.84,    3.23,     114,     2.2,      89,      56,  422.79,
2027,2020-04-13,,   23.85,    25.7,    29.0,    12.0,    22.7,   0.000,     8.7,    11.2,    15.0,    12.1,-99.9,    27.2,    22.4,    20.6,    21.9,    19.1,-99.9,    14.0,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    5.94,    7.12,    9.10,    7.55,-99.9,   17.12,   12.87,    3.23,     155,     6.8,      79,      56,  173.30,
2027,2020-04-14,,   23.85,    17.5,    29.0,    17.5,    24.1,   0.000,    15.3,    16.1,    21.2,    17.5,-99.9,    28.9,    22.1,    20.5,    23.0,    20.1,-99.9,    14.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    9.27,    9.74,   12.85,   10.54,-99.9,   18.44,   12.82,    3.26,     248,     4.3,     100,      57,  343.23,
2027,2020-04-15,,   23.85,    21.2,    28.2,    16.3,    21.7,   0.000,    13.8,    15.6,    20.2,    16.4,-99.9,    28.5,    23.0,    21.3,    23.4,    20.2,-99.9,    14.2,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    8.48,    9.43,   12.24,    9.91,-99.9,   18.13,   12.85,    3.25,     126,     2.3,     100,      56,  314.77,
2027,2020-04-16,,   23.85,    14.5,    21.7,    12.0,    17.6,   0.000,    13.4,    14.6,    19.6,    15.5,-99.9,    28.8,    19.4,    17.9,    21.4,    19.7,-99.9,    14.3,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    8.27,    8.87,   11.81,    9.40,-99.9,   18.33,   12.85,    3.26,     344,     7.0,      38,      57,  336.09,
2027,2020-04-17,,   23.85,    14.7,    22.7,    10.7,    16.5,   0.000,    12.6,    14.0,    19.4,    14.9,-99.9,    28.5,    20.0,    18.5,    21.4,    19.3,-99.9,    14.2,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    7.83,    8.59,   11.74,    9.07,-99.9,   18.12,   12.85,    3.24,      44,     5.3,      74,      55,  463.79,
2027,2020-04-18,,   23.85,    19.2,    26.4,     9.9,    18.8,   0.000,    12.0,    13.8,    18.6,    14.6,-99.9,    28.1,    21.7,    20.2,    22.2,    19.3,-99.9,    14.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    7.53,    8.47,   11.24,    8.87,-99.9,   17.83,   12.86,    3.23,     134,     3.0,      82,      55,  410.96,
2027,2020-04-19,,   23.85,    19.9,    28.0,    17.3,    22.5,   0.000,    12.1,    13.8,    18.7,    14.5,-99.9,    28.0,    22.3,    20.6,    22.7,    19.7,-99.9,    14.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    7.57,    8.48,   11.28,    8.83,-99.9,   17.74,   12.86,    3.25,     264,     3.3,     100,      55,  278.56,
2027,2020-04-20,,   23.85,    19.3,    25.0,    13.8,    18.5,   0.000,    16.8,    17.2,    21.2,    14.0,-99.9,    27.7,    19.8,    17.9,    20.3,    19.0,-99.9,    14.2,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,   10.13,   10.36,   12.88,    8.57,-99.9,   17.48,   12.84,    3.25,     113,     4.1,     100,      57,  100.67,
2027,2020-04-21,,   23.85,    17.2,    25.6,    16.8,    20.7,   0.000,    15.1,    16.0,    20.9,    17.2,-99.9,    29.0,    21.0,    19.4,    21.9,    19.3,-99.9,    14.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    9.17,    9.70,   12.68,   10.40,-99.9,   18.53,   12.86,    3.24,     282,     4.8,     100,      56,  348.53,
2027,2020-04-22,,   23.85,    15.6,    27.5,    12.6,    20.7,   0.000,    13.7,    15.0,    20.1,    16.0,-99.9,    28.8,    21.3,    19.8,    22.4,    19.7,-99.9,    14.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    8.39,    9.12,   12.18,    9.68,-99.9,   18.34,   12.86,    3.25,     281,     3.0,     100,      56,  434.62,
2027,2020-04-23,,   23.85,    19.6,    27.0,    12.0,    19.6,   0.000,    12.9,    14.4,    19.7,    15.5,-99.9,    28.6,    21.8,    20.3,    22.8,    19.8,-99.9,    14.2,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    7.96,    8.76,   11.88,    9.39,-99.9,   18.17,   12.86,    3.25,      70,     2.4,      60,      55,  423.50,
2027,2020-04-24,,   23.85,    18.2,    21.4,    16.5,    18.4,   0.000,    18.1,    18.0,    22.6,    20.1,-99.9,    31.0,    18.7,    16.9,    19.3,    18.4,-99.9,    14.3,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,   10.94,   10.86,   13.77,   12.16,-99.9,   20.12,   12.68,    3.25,     134,     6.6,     100,      57,   25.43,
2027,2020-04-25,,   23.86,    16.6,    27.1,    16.6,    21.3,   0.010,    14.7,    15.8,    20.8,    17.0,-99.9,    29.9,    20.9,    19.4,    22.0,    19.2,-99.9,    14.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    8.93,    9.54,   12.61,   10.24,-99.9,   19.21,   12.89,    3.24,     243,     3.4,     100,      56,  396.07,
2027,2020-04-26,,   23.86,    22.6,    30.6,    14.3,    22.9,   0.000,    13.2,    14.9,    20.2,    15.5,-99.9,    29.3,    23.1,    21.5,    23.4,    20.0,-99.9,    14.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    8.14,    9.06,   12.24,    9.40,-99.9,   18.72,   12.87,    3.24,     196,     3.2,      86,      56,  437.58,
2027,2020-04-27,,   23.86,    15.8,    25.1,    15.8,    20.8,   0.000,    12.3,    14.3,    19.4,    14.9,-99.9,    28.5,    21.1,    19.7,    22.8,    20.3,-99.9,    14.3,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    7.69,    8.74,   11.73,    9.04,-99.9,   18.09,   12.84,    3.26,     298,     6.7,      57,      56,  445.43,
2027,2020-04-28,,   23.86,    12.4,    24.2,    10.9,    16.9,   0.000,    11.3,    13.8,    19.0,    14.5,-99.9,    28.9,    20.7,    19.4,    22.4,    20.0,-99.9,    14.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    7.20,    8.44,   11.46,    8.82,-99.9,   18.40,   12.83,    3.24,     336,     5.1,     100,      55,  484.30,
2027,2020-04-29,,   23.86,    18.9,    28.6,    10.6,    19.7,   0.000,    10.0,    13.2,    18.9,    14.2,-99.9,    28.4,    22.2,    20.8,    23.3,    20.3,-99.9,    14.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    6.55,    8.12,   11.42,    8.68,-99.9,   18.04,   12.84,    3.23,     148,     2.1,      67,      54,  449.51,
2027,2020-04-30,,   23.86,    20.8,    28.4,    17.1,    22.3,   0.000,    10.0,    13.1,    18.4,    14.2,-99.9,    28.2,    22.6,    20.9,    23.3,    20.4,-99.9,    14.6,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    6.56,    8.07,   11.06,    8.69,-99.9,   17.90,   12.85,    3.24,     169,     5.9,     100,      55,  318.34,
2027,2020-05-01,,   23.86,    12.7,    21.3,    12.7,    17.8,   0.000,    15.4,    15.9,    21.1,    17.2,-99.9,    29.5,    19.5,    18.0,    21.5,    20.0,-99.9,    14.7,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    9.31,    9.64,   12.78,   10.35,-99.9,   18.89,   12.84,    3.25,     290,     4.7,     100,      56,  332.72,
2027,2020-05-02,,   23.87,    13.8,    25.0,    11.0,    18.0,   0.010,    13.9,    14.8,    20.4,    15.9,-99.9,    29.0,    20.2,    18.7,    21.7,    19.5,-99.9,    14.6,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    8.51,    9.02,   12.34,    9.61,-99.9,   18.52,   12.84,    3.23,     277,     4.3,     100,      54,  466.24,
2027,2020-05-03,,   23.87,    16.3,    29.5,    11.6,    20.7,   0.000,    12.4,    14.5,    20.0,    15.5,-99.9,    28.8,    22.0,    20.7,    23.1,    20.1,-99.9,    14.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    7.74,    8.84,   12.08,    9.38,-99.9,   18.33,   12.86,    3.24,     142,     1.2,     100,      53,  462.98,
2027,2020-05-04,,   23.87,    19.5,    30.4,    13.8,    22.4,   0.000,    10.8,    14.1,    19.4,    15.0,-99.9,    28.8,    23.2,    21.8,    24.0,    20.7,-99.9,    14.6,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    6.94,    8.60,   11.73,    9.12,-99.9,   18.39,   12.85,    3.24,     229,     2.4,      90,      53,  451.76,
2027,2020-05-05,,   23.87,    19.5,    31.2,    17.5,    23.8,   0.000,     9.6,    13.7,    19.1,    14.8,-99.9,    28.6,    24.3,    22.8,    25.1,    21.4,-99.9,    14.8,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    6.35,    8.40,   11.51,    9.01,-99.9,   18.20,   12.86,    3.25,     252,     2.6,     100,      53,  444.62,
2027,2020-05-06,,   23.87,    23.2,    31.4,    19.5,    25.1,   0.000,     7.9,    13.3,    18.9,    14.1,-99.9,    28.2,    25.5,    23.9,    25.7,    21.9,-99.9,    15.1,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    5.61,    8.20,   11.40,    8.64,-99.9,   17.91,   12.87,    3.25,     251,     3.9,     100,      53,  428.91,
2027,2020-05-07,,   23.87,    15.2,    28.2,    15.2,    23.0,   0.000,     6.8,    12.5,    18.8,    14.0,-99.9,    28.5,    23.7,    22.3,    25.1,    22.2,-99.9,    15.3,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    5.12,    7.79,   11.31,    8.56,-99.9,   18.09,   12.86,    3.26,     315,     8.7,      53,      53,  463.59,
2027,2020-05-08,,   23.87,    11.0,    22.6,    10.0,    16.1,   0.000,     6.4,    11.7,    18.1,    13.6,-99.9,    28.2,    22.0,    20.7,    23.8,    21.6,-99.9,    15.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    4.99,    7.39,   10.92,    8.33,-99.9,   17.85,   12.85,    3.24,     337,     6.5,     100,      53,  520.00,
2027,2020-05-09,,   23.87,    21.0,    27.0,     9.8,    19.2,   0.000,     5.9,    11.4,    17.8,    13.7,-99.9,    27.8,    24.0,    22.5,    24.2,    21.2,-99.9,    15.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.2,    4.76,    7.23,   10.71,    8.39,-99.9,   17.55,   12.87,    3.22,     191,     4.0,      74,      52,  414.63,
2027,2020-05-10,,   23.87,    15.1,    23.7,    13.2,    18.5,   0.000,     5.8,    10.6,    18.0,    13.5,-99.9,    27.8,    22.7,    21.5,    24.1,    21.4,-99.9,    15.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    4.71,    6.86,   10.82,    8.28,-99.9,   17.61,   12.85,    3.26,       7,     6.2,      65,      52,  440.13,
2027,2020-05-11,,   23.87,    15.0,    27.2,    12.2,    19.0,   0.000,     6.0,    10.2,    17.7,    13.2,-99.9,    28.0,    23.1,    21.9,    24.5,    21.5,-99.9,    15.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    4.81,    6.62,   10.68,    8.15,-99.9,   17.71,   12.85,    3.24,      76,     2.4,      92,      51,  442.99,
2027,2020-05-12,,   23.87,    13.7,    26.5,    11.4,    19.5,   0.000,     5.6,     9.7,    17.3,    13.2,-99.9,    27.5,    22.5,    21.5,    24.3,    21.6,-99.9,    15.5,     0.1,     0.1,     0.0,     0.1,-99.9,     0.1,    4.65,    6.43,   10.45,    8.12,-99.9,   17.38,   12.83,    3.24,     326,     4.9,      78,      51,  494.19,
