

Georgia (EST) SCAN Site Little River - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Thu Nov 17 16:03:00 GMT-08:00 2022. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,PREC.I-1 (in) ,PREC.I-2 (in) ,TOBS.I-1 (degC) ,TMAX.D-1 (degC) ,TMAX.D-2 (degC) ,TMIN.D-1 (degC) ,TMIN.D-2 (degC) ,TAVG.D-1 (degC) ,TAVG.D-2 (degC) ,PRCP.D-1 (in) ,SMS.I-1:-2 (pct)  (loam),SMS.I-1:-4 (pct)  (loam),SMS.I-1:-8 (pct)  (loam),SMS.I-1:-20 (pct)  (loam),SMS.I-5:-40 (pct)  (loam),STO.I-1:-2 (degC) ,STO.I-1:-4 (degC) ,STO.I-1:-8 (degC) ,STO.I-1:-20 (degC) ,STO.I-5:-40 (degC) ,SAL.I-1:-2 (gram) ,SAL.I-1:-4 (gram) ,SAL.I-1:-8 (gram) ,SAL.I-1:-20 (gram) ,SAL.I-5:-40 (gram) ,RDC.I-1:-2 (unit) ,RDC.I-1:-4 (unit) ,RDC.I-1:-8 (unit) ,RDC.I-1:-20 (unit) ,RDC.I-5:-40 (unit) ,BATT.I-1 (volt) ,BATT.I-2 (volt) ,WDIRV.D-1 (degr) ,WSPDV.D-1 (mph) ,RHUM.I-1 (pct) ,PRES.I-1 (inch) ,RHENC.D-1 (pct) ,LRADT.D-1 (lang) ,
2027,2011-03-03,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-04,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-05,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-06,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-07,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-08,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-09,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-10,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-11,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-12,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-13,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-14,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-15,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-16,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-03-17,,   11.90,-99.9,    10.9,    23.1,-99.9,    10.6,-99.9,    17.4,-99.9,    0.00,     8.2,     8.6,-99.9,    12.2,    24.1,    16.5,    16.9,    18.0,    16.4,    15.6,     0.1,     0.1,    -1.3,     0.1,     0.1,    5.75,    5.92,    2.53,    7.64,   14.83,   13.31,    3.32,     233,     3.2,      88,   30.26,      53,-99.9,
2027,2011-03-18,,   11.90,-99.9,    11.2,    25.8,-99.9,     8.2,-99.9,    16.3,-99.9,    0.00,     7.0,     7.9,-99.9,    12.2,    24.0,    16.8,    17.1,    18.2,    16.6,    15.8,     0.1,     0.1,    -1.3,     0.1,     0.1,    5.20,    5.62,    2.74,    7.61,   14.58,   13.31,    3.31,     115,     1.7,      81,   30.28,      53,-99.9,
2027,2011-03-19,,   11.90,-99.9,    17.1,    28.7,-99.9,     8.0,-99.9,    18.4,-99.9,    0.00,     6.2,     7.2,-99.9,    11.7,    23.7,    17.5,    17.9,    18.7,    16.8,    16.0,     0.1,     0.1,    -1.1,     0.1,     0.1,    4.90,    5.32,    3.17,    7.38,   14.55,   13.26,    3.31,     197,     2.0,      63,   30.23,      52,-99.9,
2027,2011-03-20,,   11.90,-99.9,    16.7,    30.7,-99.9,    11.9,-99.9,    20.9,-99.9,    0.00,     4.8,     6.3,-99.9,    11.7,    23.7,    18.9,    19.2,    19.6,    17.3,    16.1,     0.1,     0.1,    -1.2,     0.1,     0.1,    4.34,    4.93,    3.14,    7.35,   14.60,   13.21,    3.32,     209,     2.1,      85,   30.23,      52,-99.9,
2027,2011-03-21,,   11.90,-99.9,    18.7,    28.1,-99.9,    15.0,-99.9,    20.9,-99.9,    0.00,     4.5,     5.9,-99.9,    11.5,    23.8,    19.4,    19.5,    19.6,    17.6,    16.3,     0.1,     0.1,    -1.5,     0.1,     0.1,    4.21,    4.76,    2.75,    7.19,   14.61,   13.21,    3.32,     121,     6.6,      75,   30.37,      53,-99.9,
2027,2011-03-22,,   11.90,-99.9,    19.7,    28.4,-99.9,    12.3,-99.9,    20.5,-99.9,    0.05,     4.7,     5.2,-99.9,    11.2,    23.8,    19.6,    20.0,    20.5,    18.2,    16.6,     0.1,     0.1,    -1.3,     0.1,     0.1,    4.29,    4.50,    3.15,    7.15,   14.63,   13.21,    3.32,     172,     2.7,      79,   30.20,      53,-99.9,
2027,2011-03-23,,   11.90,-99.9,    19.7,    29.7,-99.9,    14.2,-99.9,    22.1,-99.9,    0.00,     4.2,     4.6,-99.9,    11.2,    23.7,    20.2,    20.5,    20.9,    18.6,    16.9,     0.1,     0.1,    -1.0,     0.1,     0.1,    4.10,    4.27,    3.95,    7.12,   14.58,   13.21,    3.32,     232,     2.9,      71,   30.02,      52,-99.9,
2027,2011-03-24,,   11.90,-99.9,    20.5,    28.4,-99.9,    17.0,-99.9,    22.2,-99.9,    0.00,     4.3,     4.6,-99.9,    11.1,    23.6,    20.6,    20.8,    21.0,    18.8,    17.1,     0.1,     0.1,    -1.1,     0.1,     0.1,    4.15,    4.26,    3.81,    7.10,   14.52,   13.20,    3.32,     247,     6.0,      78,   29.84,      53,-99.9,
2027,2011-03-25,,   11.90,-99.9,    15.6,    28.0,-99.9,    15.6,-99.9,    22.3,-99.9,    0.00,     3.4,     4.3,-99.9,    11.0,    23.8,    20.1,    20.6,    21.4,    19.3,    17.4,     0.1,     0.1,    -0.9,     0.1,     0.1,    3.80,    4.16,    4.70,    7.01,   14.65,   13.23,    3.32,     270,     7.3,      49,   29.96,      53,-99.9,
2027,2011-03-26,,   11.90,-99.9,    12.8,    23.9,-99.9,     7.0,-99.9,    15.4,-99.9,    0.00,     3.4,     4.3,-99.9,    10.8,    23.7,    19.5,    20.0,    20.9,    19.1,    17.6,     0.1,     0.1,    -0.8,     0.1,     0.1,    3.75,    4.14,    4.96,    6.93,   14.53,   13.31,    3.31,     156,     3.0,      79,   29.95,      52,-99.9,
2027,2011-03-27,,   11.90,-99.9,    21.7,    25.9,-99.9,    10.8,-99.9,    19.0,-99.9,    0.00,     3.6,     4.2,-99.9,    10.7,    23.3,    20.1,    20.2,    20.4,    18.7,    17.6,     0.1,     0.1,    -1.5,     0.1,     0.1,    3.89,    4.12,    2.93,    6.91,   14.31,   13.26,    3.32,     189,     3.6,      89,   29.82,      52,-99.9,
2027,2011-03-28,,   11.90,-99.9,    16.1,    28.0,-99.9,    15.9,-99.9,    22.2,-99.9,    0.00,     4.3,     4.2,-99.9,    10.8,    23.5,    20.4,    20.7,    21.0,    19.2,    17.7,     0.1,     0.1,    -1.1,     0.1,     0.1,    4.16,    4.13,    3.67,    6.91,   14.46,   13.17,    3.32,     201,     5.0,      94,   29.93,      53,-99.9,
2027,2011-03-29,,   12.00,-99.9,    10.0,    16.1,-99.9,    10.0,-99.9,    13.1,-99.9,    0.05,     3.5,     4.1,-99.9,    10.8,    23.5,    16.6,    17.0,    18.7,    18.6,    17.9,     0.1,     0.1,    -1.7,     0.1,     0.1,    3.87,    4.07,    2.56,    6.93,   14.42,   13.37,    3.32,      61,     5.2,      95,   30.10,      55,-99.9,
2027,2011-03-30,,   12.00,-99.9,    14.0,    15.2,-99.9,     8.9,-99.9,    12.0,-99.9,    0.00,     3.6,     4.1,-99.9,    10.6,    23.6,    16.7,    16.7,    17.7,    17.7,    17.8,     0.1,     0.1,    -2.1,     0.1,     0.1,    3.88,    4.07,    2.39,    6.82,   14.47,   13.39,    3.31,      88,     4.5,      94,   30.06,      54,-99.9,
2027,2011-03-31,,   12.90,-99.9,    14.4,    17.7,-99.9,    13.9,-99.9,    15.7,-99.9,    0.94,    12.5,    11.0,-99.9,    10.7,    23.4,    16.5,    16.7,    17.6,    17.3,    17.6,     0.1,     0.1,    -4.3,     0.1,     0.1,    7.78,    7.04,    1.03,    6.87,   14.47,   13.33,    3.31,     138,     3.7,      98,   29.78,      54,-99.9,
2027,2011-04-01,,   12.90,-99.9,    11.0,    18.7,-99.9,    11.0,-99.9,    15.1,-99.9,    0.01,    11.6,    10.4,-99.9,    10.7,    23.3,    15.4,    15.9,    17.6,    17.4,    17.6,     0.0,     0.1,    -1.7,     0.1,     0.1,    7.32,    6.75,    2.17,    6.87,   14.30,   13.37,    3.32,     229,     3.6,      86,   29.78,      54,-99.9,
2027,2011-04-02,,   12.90,-99.9,    11.6,    22.2,-99.9,     6.1,-99.9,    14.1,-99.9,    0.00,    10.5,     9.8,-99.9,    10.5,    23.3,    16.0,    16.5,    17.9,    17.2,    17.4,     0.1,     0.1,    -1.5,     0.1,     0.1,    6.81,    6.48,    2.28,    6.81,   14.32,   13.36,    3.32,     257,     3.9,      78,   29.95,      54,-99.9,
2027,2011-04-03,,   12.90,-99.9,    11.6,    24.6,-99.9,     9.6,-99.9,    16.1,-99.9,    0.00,     9.8,     9.6,-99.9,    10.7,    23.3,    17.1,    17.6,    18.7,    17.4,    17.4,     0.1,     0.1,    -1.3,     0.1,     0.1,    6.48,    6.35,    2.67,    6.89,   14.28,   13.32,    3.32,     233,     2.9,      88,   30.10,      54,-99.9,
2027,2011-04-04,,   12.90,-99.9,    14.6,    27.6,-99.9,     7.8,-99.9,    18.0,-99.9,    0.00,     9.4,     9.5,-99.9,    10.9,    23.4,    18.5,    18.9,    19.8,    17.9,    17.3,     0.1,     0.1,    -1.1,     0.1,     0.1,    6.28,    6.30,    3.43,    6.99,   14.33,   13.27,    3.31,     134,     2.8,      78,   30.06,      53,-99.9,
2027,2011-04-05,,   12.90,-99.9,    23.5,    29.2,-99.9,    13.3,-99.9,    21.9,-99.9,    0.00,     9.0,     9.3,-99.9,    11.0,    23.2,    21.0,    21.0,    20.9,    18.4,    17.3,     0.1,     0.1,    -1.7,     0.1,     0.1,    6.11,    6.25,    2.65,    7.01,   14.21,   13.19,    3.31,     181,     5.9,      86,   29.79,      53,-99.9,
2027,2011-04-06,,   13.90,-99.9,     7.8,    24.1,-99.9,     7.8,-99.9,    14.4,-99.9,    0.97,    12.6,    11.4,-99.9,    13.5,    24.2,    15.8,    16.4,    18.6,    18.4,    17.7,     0.0,     0.1,    -1.3,     0.1,     0.1,    7.81,    7.23,    2.82,    8.28,   14.95,   13.39,    3.32,     265,     8.3,      91,   30.13,      55,-99.9,
2027,2011-04-07,,   13.90,-99.9,    11.0,    22.3,-99.9,     5.2,-99.9,    13.6,-99.9,    0.00,    11.1,    10.8,-99.9,    13.3,    24.5,    16.7,    17.3,    18.8,    17.9,    17.7,     0.1,     0.1,    -1.2,     0.1,     0.1,    7.09,    6.92,    3.05,    8.20,   15.16,   13.35,    3.31,     125,     2.9,      85,   30.13,      54,-99.9,
2027,2011-04-08,,   13.90,-99.9,    17.9,    26.0,-99.9,     8.1,-99.9,    17.5,-99.9,    0.00,    11.0,    10.5,-99.9,    13.2,    24.5,    19.3,    19.6,    20.3,    18.3,    17.6,     0.0,     0.1,    -1.6,     0.1,     0.1,    7.02,    6.78,    2.60,    8.15,   15.16,   13.27,    3.31,     155,     1.6,      83,   30.07,      53,-99.9,
2027,2011-04-09,,   13.90,-99.9,    22.3,    29.8,-99.9,    16.4,-99.9,    22.5,-99.9,    0.00,    10.7,    10.2,-99.9,    13.0,    24.4,    21.5,    21.7,    21.6,    19.1,    17.7,     0.0,     0.1,    -1.1,     0.1,     0.1,    6.90,    6.67,    3.96,    8.05,   15.03,   13.19,    3.32,     196,     2.7,      91,   30.09,      53,-99.9,
2027,2011-04-10,,   13.90,-99.9,    22.3,    30.9,-99.9,    19.6,-99.9,    24.4,-99.9,    0.00,    10.3,    10.0,-99.9,    12.7,    24.1,    22.4,    22.7,    23.1,    20.2,    18.0,     0.0,     0.1,    -1.1,     0.1,     0.1,    6.69,    6.56,    4.25,    7.90,   14.88,   13.15,    3.32,     247,     3.3,      82,   30.11,      53,-99.9,
2027,2011-04-11,,   13.90,-99.9,    21.3,    31.4,-99.9,    17.3,-99.9,    24.2,-99.9,    0.00,     9.6,     9.8,-99.9,    12.7,    24.3,    23.1,    23.4,    23.9,    21.0,    18.4,     0.1,     0.0,    -0.8,     0.1,     0.1,    6.38,    6.47,    5.40,    7.86,   15.02,   13.15,    3.32,     208,     2.2,      84,   30.08,      53,-99.9,
2027,2011-04-12,,   13.90,-99.9,    22.3,    31.2,-99.9,    16.6,-99.9,    24.0,-99.9,    0.00,     9.2,     9.4,-99.9,    12.5,    24.1,    23.3,    23.6,    24.0,    21.4,    18.8,     0.1,     0.1,    -0.8,     0.1,     0.1,    6.16,    6.26,    5.38,    7.77,   14.82,   13.15,    3.32,     199,     3.7,      88,   29.92,      54,-99.9,
2027,2011-04-13,,   13.90,-99.9,    14.2,    25.2,-99.9,    14.1,-99.9,    20.2,-99.9,    0.07,     8.9,     9.1,-99.9,    12.2,    23.8,    20.8,    21.3,    22.8,    21.3,    19.2,     0.1,     0.1,    -0.8,     0.1,     0.1,    6.04,    6.12,    5.48,    7.65,   14.66,   13.25,    3.31,     257,     4.6,      82,   29.99,      55,-99.9,
2027,2011-04-14,,   13.90,-99.9,    12.8,    26.6,-99.9,     9.6,-99.9,    17.8,-99.9,    0.00,     8.6,     8.9,-99.9,    12.1,    24.0,    20.7,    21.2,    22.6,    20.9,    19.3,     0.1,     0.1,    -0.8,     0.1,     0.1,    5.90,    6.02,    5.94,    7.58,   14.76,   13.27,    3.31,     205,     3.0,      86,   30.01,      54,-99.9,
2027,2011-04-15,,   13.90,-99.9,    16.9,    27.8,-99.9,    10.2,-99.9,    19.4,-99.9,    0.00,     8.2,     8.6,-99.9,    12.0,    23.8,    20.7,    21.1,    22.2,    20.7,    19.3,     0.1,     0.1,    -0.9,     0.1,     0.1,    5.74,    5.91,    4.87,    7.52,   14.60,   13.24,    3.31,     134,     1.8,      79,   30.02,      54,-99.9,
2027,2011-04-16,,   13.90,-99.9,    20.6,    27.9,-99.9,    16.9,-99.9,    22.4,-99.9,    0.00,     7.7,     8.3,-99.9,    11.8,    24.2,    21.6,    21.8,    22.4,    20.6,    19.3,     0.1,     0.1,    -1.0,     0.1,     0.1,    5.53,    5.79,    4.44,    7.42,   14.89,   13.20,    3.31,     145,     8.2,      80,   29.92,      53,-99.9,
2027,2011-04-17,,   14.10,-99.9,    15.6,    25.8,-99.9,    15.5,-99.9,    21.7,-99.9,    0.12,     8.2,     8.3,-99.9,    11.9,    24.0,    20.7,    21.2,    22.7,    21.2,    19.5,     0.1,     0.1,    -0.9,     0.1,     0.1,    5.73,    5.78,    5.23,    7.47,   14.75,   13.23,    3.32,     242,     6.2,      57,   29.99,      54,-99.9,
2027,2011-04-18,,   14.10,-99.9,    11.8,    24.6,-99.9,    10.4,-99.9,    16.4,-99.9,    0.00,     7.8,     8.0,-99.9,    11.5,    23.6,    20.2,    20.7,    22.3,    20.9,    19.6,     0.1,     0.1,    -0.8,     0.1,     0.1,    5.55,    5.66,    5.56,    7.28,   14.48,   13.30,    3.31,     173,     3.8,      83,   30.07,      54,-99.9,
2027,2011-04-19,,   14.10,-99.9,    16.8,    28.4,-99.9,    10.8,-99.9,    19.6,-99.9,    0.00,     7.1,     7.7,-99.9,    11.6,    23.9,    21.6,    21.8,    22.7,    20.8,    19.5,     0.1,     0.1,    -0.8,     0.1,     0.1,    5.26,    5.53,    5.54,    7.33,   14.67,   13.24,    3.32,     152,     2.7,      85,   30.08,      53,-99.9,
2027,2011-04-20,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-04-21,,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,
2027,2011-04-22,,   14.17,-99.9,    21.4,-99.9,-99.9,-99.9,-99.9,-99.9,-99.9,    0.07,     6.5,     6.5,-99.9,    11.3,    23.4,    24.5,    24.8,    25.2,    22.4,    20.0,     0.1,     0.1,     0.0,     0.1,     0.1,    4.67,    5.02,    5.20,    7.19,   14.33,   13.12,    3.32,     211,     2.1,      90,   30.09,      32,  211.20,
2027,2011-04-23,,   14.17,-99.9,    19.6,    31.9,-99.9,    19.3,-99.9,    25.2,-99.9,    0.00,     5.3,     6.2,     6.6,    10.9,    23.2,    24.0,    24.5,    25.6,    23.0,    20.3,     0.1,     0.1,     0.0,     0.1,     0.1,    4.52,    4.89,    5.04,    6.97,   14.23,   13.12,    3.32,     190,     2.2,      86,   30.12,      30,  575.80,
2027,2011-04-24,,   14.17,-99.9,    19.9,    31.8,-99.9,    18.1,-99.9,    24.1,-99.9,    0.00,     6.0,     5.8,     6.4,    11.3,    23.3,    24.9,    25.2,    26.1,    23.4,    20.6,     0.1,     0.1,     0.0,     0.1,     0.1,    4.79,    4.74,    4.98,    7.26,   14.28,   13.13,    3.32,     174,     2.7,      86,   30.15,      29,  633.70,
2027,2011-04-25,,   14.17,-99.9,    23.8,    31.6,-99.9,    17.1,-99.9,    24.9,-99.9,    0.00,     5.4,     5.7,     6.4,    11.3,    22.9,    24.9,    25.2,    25.8,    23.4,    20.9,     0.1,     0.1,     0.0,     0.1,     0.1,    4.41,    4.70,    4.98,    7.18,   13.98,   13.12,    3.32,     136,     3.4,      73,   30.11,      29,  491.30,
2027,2011-04-26,,   14.17,-99.9,    24.0,    30.9,-99.9,    20.0,-99.9,    25.3,-99.9,    0.00,     5.3,     5.3,     6.4,    10.9,    23.3,    25.7,    25.9,    26.4,    23.7,    21.1,     0.1,     0.1,     0.0,     0.1,     0.1,    4.51,    4.54,    5.15,    7.00,   14.46,   13.10,    3.32,     157,     5.2,      76,   29.96,      31,  566.20,
2027,2011-04-27,,   14.17,-99.9,    21.5,    31.6,-99.9,    19.8,-99.9,    25.8,-99.9,    0.00,     5.0,     5.0,     6.2,    10.9,    23.0,    25.8,    26.2,    26.9,    24.1,    21.2,     0.0,     0.1,     0.1,     0.1,     0.1,    4.68,    4.40,    4.87,    6.99,   14.09,   13.09,    3.32,     171,     4.4,      88,   29.89,      32,  616.90,
2027,2011-04-28,,   14.17,-99.9,    25.3,    31.9,-99.9,    20.7,-99.9,    26.1,-99.9,    0.00,     5.1,     4.9,     6.3,    10.7,    23.2,    26.4,    26.7,    26.9,    24.3,    21.5,     0.0,     0.1,     0.0,     0.1,     0.1,    4.45,    4.32,    4.91,    6.68,   14.38,   13.08,    3.32,     173,     7.2,      83,   29.91,      33,  546.30,
2027,2011-04-29,,   14.39,-99.9,    16.9,    25.8,-99.9,    16.9,-99.9,    21.7,-99.9,    0.22,     5.3,     4.6,     6.1,    10.3,    22.9,    21.5,    21.9,    23.5,    23.6,    21.7,     0.1,     0.1,     0.0,     0.1,     0.1,    4.53,    4.27,    4.99,    6.69,   14.00,   13.23,    3.32,     232,     4.4,      80,   30.04,      35,  205.30,
2027,2011-04-30,,   14.39,-99.9,    13.9,    27.5,-99.9,    12.9,-99.9,    19.6,-99.9,    0.00,     5.3,     4.6,     5.7,    10.7,    22.6,    21.9,    22.4,    24.0,    22.9,    21.6,     0.1,     0.1,     0.1,     0.1,     0.1,    4.46,    4.25,    4.49,    6.86,   13.78,   13.21,    3.31,     337,     4.8,      90,   30.07,      33,  701.20,
2027,2011-05-01,,   14.39,-99.9,    20.3,    29.8,-99.9,    11.2,-99.9,    21.0,-99.9,    0.00,     5.6,     4.5,     5.9,    10.6,    23.0,    23.6,    24.0,    25.1,    23.1,    21.5,     0.1,     0.1,     0.0,     0.1,     0.1,    4.63,    4.24,    4.96,    6.65,   14.10,   13.17,    3.31,     131,     3.0,      66,   30.12,      33,  694.70,
2027,2011-05-02,,   14.39,-99.9,    21.2,    29.3,-99.9,    14.2,-99.9,    23.0,-99.9,    0.00,     4.3,     4.9,     5.9,    10.1,    22.8,    24.8,    25.1,    25.8,    23.4,    21.5,     0.1,     0.1,     0.0,     0.1,     0.1,    4.13,    4.39,    4.76,    6.59,   13.94,   13.14,    3.31,     126,     5.8,      77,   30.16,      34,  654.70,
2027,2011-05-03,,   14.39,-99.9,    21.9,    29.2,-99.9,    16.6,-99.9,    23.4,-99.9,    0.00,    10.1,     8.4,     6.6,    10.5,    22.8,    23.5,    23.6,    24.8,    23.6,    21.6,     0.1,     0.1,     0.0,     0.1,     0.1,    6.58,    5.81,    5.07,    6.77,   13.92,   13.16,    3.32,     138,     4.3,      72,   30.16,      35,  588.60,
2027,2011-05-04,,   14.39,-99.9,    19.4,    31.6,-99.9,    18.9,-99.9,    24.9,-99.9,    0.00,     7.9,     8.0,     6.3,    10.4,    22.2,    24.3,    24.6,    25.5,    23.6,    21.7,     0.1,     0.1,     0.1,     0.1,     0.1,    5.60,    5.63,    4.69,    6.75,   13.51,   13.11,    3.32,     180,     6.3,      71,   30.15,      35,  539.00,
2027,2011-05-05,,   14.39,-99.9,    15.9,    24.4,-99.9,    13.1,-99.9,    18.8,-99.9,    0.00,     7.6,     7.1,     6.2,    10.3,    22.2,    21.5,    21.8,    23.6,    23.1,    21.8,     0.0,     0.1,     0.1,     0.1,     0.1,    5.48,    5.25,    4.68,    6.69,   13.52,   13.24,    3.32,     348,    10.0,      40,   30.25,      36,  677.70,
2027,2011-05-06,,   14.39,-99.9,    17.7,    24.5,-99.9,    10.6,-99.9,    17.9,-99.9,    0.00,     6.4,     6.4,     6.0,    10.3,    22.5,    22.8,    23.0,    24.1,    22.8,    21.7,     0.1,     0.1,     0.1,     0.1,     0.1,    4.97,    4.95,    4.82,    6.69,   13.73,   13.23,    3.31,      72,     5.3,      73,   30.11,      34,  695.70,
2027,2011-05-07,,   14.39,-99.9,    14.3,    26.8,-99.9,    14.3,-99.9,    20.6,-99.9,    0.00,    11.0,     9.6,    10.3,     9.8,    22.2,    21.2,    21.2,    22.6,    22.8,    21.7,     0.0,     0.1,     0.0,     0.1,     0.1,    7.01,    6.39,    6.67,    6.45,   13.52,   13.20,    3.31,     272,     4.3,      77,   30.02,      35,  672.70,
